epoch;loss;phoneme_output_loss;syllable_output_loss;val_loss;val_phoneme_output_loss;val_syllable_output_loss
0;0.11301592499823922;0.047427048172700582;0.065588877461992379;0.45889705730129027;0.33921724813572995;0.11967980621707017
1;0.15054556264601709;0.10852354851412131;0.042022014108115499;0.11070496457464554;0.079608430913766889;0.031096533246087927
2;0.11551733638402922;0.082849984575225563;0.03266735192165194;0.10086728835932347;0.071551048486423088;0.02931624006073014
3;0.10717537421854204;0.076530319482032746;0.030645054597718886;0.095468331065748924;0.067615257122186051;0.027853073857474226
4;0.10232211331886169;0.072856130718340892;0.029465982532206517;0.092176186531281276;0.064971101024195926;0.027205085604913345
5;0.098343109167219875;0.069869134061474325;0.028473975080235782;0.089193206030030212;0.062990135881079351;0.026203070109819666
6;0.095192709351399479;0.06762525463475047;0.027567454700218989;0.087958100713601634;0.062600248798477545;0.02535785163337944
7;0.092724787631697309;0.065729370337245963;0.026995417316934524;0.084183759768219554;0.059027014081092441;0.025156745730171435
8;0.090925183866653825;0.064511917756322146;0.026413266250851566;0.085053879798961285;0.059264866635203362;0.025789013222454728
9;0.08893540631996999;0.063091579975150427;0.025843826396487645;0.080889302391965845;0.056541857129635928;0.024347445559727045
10;0.087521991452951059;0.062159508947514777;0.02536248246825256;0.08076434131680417;0.056570930453408663;0.024193411059051501
11;0.085911956718649818;0.060985575892729904;0.024926380833270187;0.07839261180087298;0.054994352224494232;0.02339825953724755
12;0.085013716980579732;0.060383806210927864;0.024629910824562708;0.077021105919315033;0.054481273360487796;0.022539832871876844
13;0.083970087005332206;0.05967360959079604;0.024296477411941953;0.079826184650178711;0.055655549742093607;0.02417063499808687
14;0.083125691874750038;0.059224257875188924;0.023901433928652616;0.076689361743315934;0.054072692442466229;0.022616669026931293
15;0.082114204063928553;0.058532330578499187;0.023581873294754696;0.077652724287590055;0.05492945378567992;0.022723270443213338
16;0.08182000760040907;0.058361529245516054;0.023458478280525576;0.078139141108058086;0.056183110233865866;0.021956030838974135
17;0.080917390857234303;0.057586552910748851;0.023330837896330663;0.07666334004274436;0.05384487402038414;0.022818465989098705
18;0.080184410854537619;0.057150152946857796;0.023034257885196637;0.076345365557099587;0.054088993577145729;0.02225637193299642
19;0.079212148164501867;0.056572605324813972;0.022639542830175788;0.074953783616548822;0.052765224927238057;0.022188558501481007
20;0.078990595593370544;0.056280282029437599;0.022710313470757453;0.076526580597547925;0.054271661668640225;0.022254919112824342
21;0.078665629439159682;0.056316672683370921;0.022348956695040938;0.072219312331881849;0.051523574745329488;0.020695737402635712
22;0.078306069843187415;0.056135463311285917;0.022170606508121214;0.077209163911077155;0.054843463410599889;0.022365700373300861
23;0.077603037213991394;0.055523168283515542;0.022079869051539133;0.074095141518266266;0.051906699283408519;0.022188442606604148
24;0.077431119130984882;0.055513602173856924;0.021917517071057151;0.072653858820680817;0.051479645699513056;0.021174212870728067
25;0.077289573329404865;0.055335406372245807;0.021954166883007799;0.07467078799460114;0.053351423100513572;0.021319364391251646
26;0.076493579762864139;0.054819862110092335;0.021673717603265561;0.076098814246659513;0.053577792071619952;0.022521021905034279
27;0.076088474020569438;0.054577866384107533;0.021510607688562354;0.072232872826837685;0.051770443769813587;0.02046242925854979
28;0.075950014824350348;0.054493672796416967;0.021456342047389974;0.074975022858306137;0.052455340112958639;0.022519682929264147
29;0.075885316823974952;0.054394725787979978;0.02149059094498133;0.071147229960736108;0.050845762065165681;0.020301468040355864
30;0.075373444851477497;0.054127159140167018;0.021246285645158038;0.073798937488253377;0.051656067574850653;0.022142869713833602
