epoch;loss;phoneme_output_loss;syllable_output_loss;val_loss;val_phoneme_output_loss;val_syllable_output_loss
0;0.090772890281319435;0.035296740365294794;0.05547614975905784;0.42239856699677508;0.31181219788667469;0.11058637668160556
1;0.13540954601465827;0.096543325368961805;0.038866220571329005;0.10731379565696757;0.077328437798413904;0.029985357737246931
2;0.10681597410096763;0.076097035887776526;0.030718938080021487;0.097252993398353832;0.069555271761257101;0.027697721355352083
3;0.10059992900202976;0.071511596496612137;0.029088332456992307;0.094392024919766337;0.067329499400964304;0.027062525522715153
4;0.095894932224585602;0.068216214499530581;0.027678717743430697;0.089389735206711188;0.063458493887251166;0.025931241409461788
5;0.092552292346608445;0.065570456270706137;0.026981836043258465;0.086247672835568417;0.061484555064254445;0.02476311774000901
6;0.090495725299820598;0.064003520879545139;0.026492204329045619;0.084986653805029497;0.060331349378498662;0.024655304426530831
7;0.088328593970036881;0.062541852368797654;0.025786741599509753;0.082947535440325737;0.058890871296660242;0.024056664480193824
8;0.087123050158125659;0.061790105214856131;0.025332944959267186;0.081194683658976516;0.058339520459290313;0.022855163199686203
9;0.085029749481652553;0.060418761310235922;0.024610988185684798;0.081115826682633715;0.058240571333204996;0.022875255468778877
10;0.083863894404115347;0.059643760508578357;0.024220133821169536;0.082379215483029344;0.059137799487519668;0.023241416048336804
11;0.083440582232485794;0.059146081368086953;0.024294500915202188;0.078132304542956235;0.056160151661068448;0.021972152502315136
12;0.082399112465570898;0.058546753272504137;0.02385235921619849;0.07901069218245875;0.056418264613432044;0.022592427643375986
13;0.081935728755723358;0.058190207183015159;0.023745521482559286;0.078922813523466848;0.05712779567522161;0.021795017533239071
14;0.080705206803181925;0.05740524549123692;0.023299961268924307;0.076174887711135272;0.054592405328480136;0.021582482441351945
15;0.080170922434457281;0.057036873681285696;0.023134048790355303;0.078540963519896784;0.0564016765218322;0.022139287185894342
16;0.079347670846164731;0.056576696291095477;0.022770974566094653;0.078286596206055964;0.056270448475324808;0.02201614748029148
17;0.078997679469811219;0.056312080166590582;0.022685599350348848;0.075445889049217479;0.054847057501808939;0.020598831379144381
18;0.078769562561877809;0.056272764423016389;0.022496798024932225;0.078764026546302962;0.055972901900776292;0.022791124379434504
19;0.077727504807871148;0.055531469001646606;0.022196035802549405;0.073978976103938929;0.053046436150785255;0.020932539910109352
20;0.077346691671506387;0.055318770116452774;0.022027921588346017;0.078578997356425817;0.057340180156987254;0.021238816847257754
21;0.07693351407603688;0.055036135924117033;0.021897378061770938;0.075390895750342302;0.054284547494740043;0.021106348482563216
22;0.077030100817329486;0.054956388434078698;0.022073712433189389;0.076702867673725639;0.054988070164157563;0.021714797595656719
23;0.076074659836477668;0.054352188704253464;0.021722471085528366;0.075813353625165308;0.054673094208500965;0.021140259616233472
24;0.075781486361195013;0.054189673461497327;0.021591812992440805;0.073128936264444805;0.053235484631497319;0.019893451816864124
25;0.075431031234624663;0.053974465601070123;0.021456565673548655;0.074382975822737243;0.053650882627282827;0.020732093258064334
26;0.075220219694084892;0.054024411243461801;0.02119580852758475;0.075145102411258116;0.053784646438199933;0.021360455957405707
27;0.075641872271369648;0.054044909448386233;0.021596962708729937;0.074534711999302145;0.05404291635363543;0.020491795606535523
28;0.074803845157903878;0.053461022026484062;0.021342823094668468;0.074247821069815576;0.053402717984398877;0.020845103202810307
29;0.074904248253299666;0.053637326512565302;0.021266921729276592;0.074750325305997831;0.053681942109926405;0.02106838285562997
30;0.074128881489430851;0.052916943976792231;0.021211937471347392;0.072716070448651027;0.052726695423617083;0.019989375259821154
31;0.073938827596763942;0.052971751391956846;0.020967076177351669;0.076059453158068058;0.054849191279220985;0.021210261604928671
32;0.073890500917283608;0.052958106102392481;0.020932394701178112;0.074204112520488377;0.053521415124796017;0.020682697462215394
33;0.073277503762224708;0.052558501748266102;0.020719001926836265;0.071456375711855771;0.052673036498682838;0.018783339354045251
34;0.072919663465551565;0.052265545259901743;0.020654118214729573;0.073482190970988834;0.051972094500640859;0.021510096454695492
35;0.073165657474359325;0.052491208272073812;0.020674449132025562;0.072965615405505446;0.053369605882453319;0.01959600961696701
36;0.072159949041550209;0.051747375583845151;0.02041257339263354;0.073174246892082587;0.052511128088255893;0.020663118846871022
37;0.072684768357330592;0.052233842761016266;0.020450925588315506;0.074046810807174998;0.054262397951689086;0.019784413129404311
38;0.072294826212035576;0.05190851514123055;0.020386311042701052;0.072797181131709521;0.052052859858680176;0.020744321586078956
39;0.07219344806254685;0.051813271370549502;0.020380176684647078;0.072078424138056124;0.052696680877075977;0.01938174312010783
40;0.072024354484613667;0.051809599737229456;0.020214754701985485;0.073760392473024475;0.053424548075980502;0.020335844436175182
41;0.07174874544524161;0.05152610394093679;0.020222641498035474;0.071269349891598485;0.051488519450571354;0.019780830249284245
42;0.071768844557256753;0.051468566803740699;0.020300277725412073;0.073891688091289098;0.052981179004081155;0.020910509278950822
43;0.071914161279617694;0.051650264052226239;0.020263897121893439;0.071415713526496366;0.051532747537022881;0.019882965770338764
44;0.071211479158039548;0.05107382978870427;0.020137649381657786;0.075597827878444129;0.054520271468062362;0.021077556259726651
